genus,species,accession,phenotype,antibiotic,measurement_value,assign_phenotype,recategorized_MIC
Staphylococcus,aureus,ERR418564,Susceptible,ERY,,Susceptible,
Staphylococcus,aureus,ERR418567,Susceptible,ERY,,Susceptible,
Staphylococcus,aureus,ERR418568,Susceptible,ERY,,Susceptible,
Staphylococcus,aureus,ERR418570,Susceptible,ERY,,Susceptible,
Staphylococcus,aureus,ERR418572,Susceptible,ERY,,Susceptible,
Staphylococcus,aureus,ERR418575,Resistant,ERY,,Resistant,
Staphylococcus,aureus,ERR418582,Susceptible,ERY,,Susceptible,
Staphylococcus,aureus,ERR418586,Susceptible,ERY,,Susceptible,
Staphylococcus,aureus,ERR418588,Susceptible,ERY,,Susceptible,
Staphylococcus,aureus,ERR418593,Susceptible,ERY,,Susceptible,
Staphylococcus,aureus,ERR418597,Susceptible,ERY,,Susceptible,
Staphylococcus,aureus,ERR418600,Susceptible,ERY,,Susceptible,
Staphylococcus,aureus,ERR418602,Susceptible,ERY,,Susceptible,
Staphylococcus,aureus,ERR418604,Susceptible,ERY,,Susceptible,
Staphylococcus,aureus,ERR418607,Resistant,ERY,,Resistant,
Staphylococcus,aureus,ERR418622,Susceptible,ERY,,Susceptible,
Staphylococcus,aureus,ERR418623,Susceptible,ERY,,Susceptible,
Staphylococcus,aureus,ERR418626,Susceptible,ERY,,Susceptible,
Staphylococcus,aureus,ERR418630,Susceptible,ERY,,Susceptible,
Staphylococcus,aureus,ERR418634,Susceptible,ERY,,Susceptible,
Staphylococcus,aureus,ERR418643,Susceptible,ERY,,Susceptible,
Staphylococcus,aureus,ERR418645,Susceptible,ERY,,Susceptible,
Staphylococcus,aureus,ERR418648,Susceptible,ERY,,Susceptible,
Staphylococcus,aureus,ERR418650,Susceptible,ERY,,Susceptible,
Staphylococcus,aureus,ERR418657,Susceptible,ERY,,Susceptible,
Staphylococcus,aureus,ERR418660,Susceptible,ERY,,Susceptible,
Staphylococcus,aureus,ERR418662,Resistant,ERY,,Resistant,
Staphylococcus,aureus,ERR418664,Susceptible,ERY,,Susceptible,
Staphylococcus,aureus,ERR418668,Susceptible,ERY,,Susceptible,
Staphylococcus,aureus,ERR418673,Susceptible,ERY,,Susceptible,
Staphylococcus,aureus,ERR418678,Susceptible,ERY,,Susceptible,
Staphylococcus,aureus,ERR418680,Susceptible,ERY,,Susceptible,
Staphylococcus,aureus,ERR418685,Susceptible,ERY,,Susceptible,
Staphylococcus,aureus,ERR418691,Resistant,ERY,,Resistant,
Staphylococcus,aureus,ERR418692,Susceptible,ERY,,Susceptible,
Staphylococcus,aureus,ERR418693,Susceptible,ERY,,Susceptible,
Staphylococcus,aureus,ERR418694,Susceptible,ERY,,Susceptible,
Staphylococcus,aureus,ERR418696,Susceptible,ERY,,Susceptible,
Staphylococcus,aureus,ERR418697,Susceptible,ERY,,Susceptible,
Staphylococcus,aureus,ERR418699,Susceptible,ERY,,Susceptible,
Staphylococcus,aureus,ERR418702,Susceptible,ERY,,Susceptible,
Staphylococcus,aureus,ERR418703,Susceptible,ERY,,Susceptible,
Staphylococcus,aureus,ERR418704,Susceptible,ERY,,Susceptible,
Staphylococcus,aureus,ERR418705,Susceptible,ERY,,Susceptible,
Staphylococcus,aureus,ERR418706,Susceptible,ERY,,Susceptible,
Staphylococcus,aureus,ERR418707,Susceptible,ERY,,Susceptible,
Staphylococcus,aureus,ERR418709,Susceptible,ERY,,Susceptible,
Staphylococcus,aureus,ERR418711,Susceptible,ERY,,Susceptible,
Staphylococcus,aureus,ERR418721,Susceptible,ERY,,Susceptible,
Staphylococcus,aureus,ERR418725,Susceptible,ERY,,Susceptible,
Staphylococcus,aureus,ERR418734,Resistant,ERY,,Resistant,
Staphylococcus,aureus,ERR418739,Susceptible,ERY,,Susceptible,
Staphylococcus,aureus,ERR418742,Resistant,ERY,,Resistant,
Staphylococcus,aureus,ERR418743,Susceptible,ERY,,Susceptible,
Staphylococcus,aureus,ERR418744,Susceptible,ERY,,Susceptible,
Staphylococcus,aureus,ERR418745,Resistant,ERY,,Resistant,
Staphylococcus,aureus,ERR418747,Susceptible,ERY,,Susceptible,
Staphylococcus,aureus,ERR418750,Resistant,ERY,,Resistant,
Staphylococcus,aureus,ERR418753,Resistant,ERY,,Resistant,
Staphylococcus,aureus,ERR418755,Resistant,ERY,,Resistant,
Staphylococcus,aureus,ERR418764,Susceptible,ERY,,Susceptible,
Staphylococcus,aureus,ERR418766,Resistant,ERY,,Resistant,
Staphylococcus,aureus,ERR418767,Resistant,ERY,,Resistant,
Staphylococcus,aureus,ERR418769,Susceptible,ERY,,Susceptible,
Staphylococcus,aureus,ERR418770,Resistant,ERY,,Resistant,
Staphylococcus,aureus,ERR418771,Resistant,ERY,,Resistant,
Staphylococcus,aureus,ERR418781,Susceptible,ERY,,Susceptible,
Staphylococcus,aureus,ERR418782,Susceptible,ERY,,Susceptible,
Staphylococcus,aureus,ERR418784,Susceptible,ERY,,Susceptible,
Staphylococcus,aureus,ERR418788,Susceptible,ERY,,Susceptible,
Staphylococcus,aureus,ERR418790,Susceptible,ERY,,Susceptible,
Staphylococcus,aureus,ERR418794,Resistant,ERY,,Resistant,
Staphylococcus,aureus,ERR418799,Resistant,ERY,,Resistant,
Staphylococcus,aureus,ERR418802,Resistant,ERY,,Resistant,
Staphylococcus,aureus,ERR418804,Resistant,ERY,,Resistant,
Staphylococcus,aureus,ERR418806,Susceptible,ERY,,Susceptible,
Staphylococcus,aureus,ERR418811,Susceptible,ERY,,Susceptible,
Staphylococcus,aureus,ERR418817,Susceptible,ERY,,Susceptible,
Staphylococcus,aureus,ERR418852,Susceptible,ERY,,Susceptible,
Staphylococcus,aureus,ERR418858,Susceptible,ERY,,Susceptible,
Staphylococcus,aureus,ERR418862,Susceptible,ERY,,Susceptible,
Staphylococcus,aureus,ERR418864,Susceptible,ERY,,Susceptible,
Staphylococcus,aureus,ERR418867,Susceptible,ERY,,Susceptible,
Staphylococcus,aureus,ERR418868,Susceptible,ERY,,Susceptible,
Staphylococcus,aureus,ERR418869,Susceptible,ERY,,Susceptible,
Staphylococcus,aureus,ERR418871,Susceptible,ERY,,Susceptible,
Staphylococcus,aureus,ERR418872,Resistant,ERY,,Resistant,
Staphylococcus,aureus,ERR418877,Susceptible,ERY,,Susceptible,
Staphylococcus,aureus,ERR418878,Resistant,ERY,,Resistant,
Staphylococcus,aureus,ERR418888,Susceptible,ERY,,Susceptible,
Staphylococcus,aureus,ERR418895,Resistant,ERY,,Resistant,
Staphylococcus,aureus,ERR418900,Susceptible,ERY,,Susceptible,
Staphylococcus,aureus,ERR418907,Susceptible,ERY,,Susceptible,
Staphylococcus,aureus,ERR418921,Susceptible,ERY,,Susceptible,
Staphylococcus,aureus,ERR418923,Susceptible,ERY,,Susceptible,
Staphylococcus,aureus,ERR418927,Susceptible,ERY,,Susceptible,
Staphylococcus,aureus,ERR418928,Susceptible,ERY,,Susceptible,
Staphylococcus,aureus,ERR418929,Susceptible,ERY,,Susceptible,
Staphylococcus,aureus,ERR418930,Susceptible,ERY,,Susceptible,
Staphylococcus,aureus,ERR418933,Susceptible,ERY,,Susceptible,
Staphylococcus,aureus,ERR418938,Susceptible,ERY,,Susceptible,
Staphylococcus,aureus,ERR418940,Resistant,ERY,,Resistant,
Staphylococcus,aureus,ERR418941,Resistant,ERY,,Resistant,
Staphylococcus,aureus,ERR418943,Susceptible,ERY,,Susceptible,
Staphylococcus,aureus,ERR418944,Susceptible,ERY,,Susceptible,
Staphylococcus,aureus,ERR418946,Resistant,ERY,,Resistant,
Staphylococcus,aureus,ERR418948,Resistant,ERY,,Resistant,
Staphylococcus,aureus,ERR418949,Susceptible,ERY,,Susceptible,
Staphylococcus,aureus,ERR418954,Resistant,ERY,,Resistant,
Staphylococcus,aureus,ERR418955,Resistant,ERY,,Resistant,
Staphylococcus,aureus,ERR418957,Resistant,ERY,,Resistant,
Staphylococcus,aureus,ERR418962,Susceptible,ERY,,Susceptible,
Staphylococcus,aureus,ERR418965,Resistant,ERY,,Resistant,
Staphylococcus,aureus,ERR418971,Resistant,ERY,,Resistant,
Staphylococcus,aureus,ERR418972,Susceptible,ERY,,Susceptible,
Staphylococcus,aureus,ERR418974,Resistant,ERY,,Resistant,
Staphylococcus,aureus,ERR418976,Resistant,ERY,,Resistant,
Staphylococcus,aureus,ERR418977,Susceptible,ERY,,Susceptible,
Staphylococcus,aureus,ERR418978,Susceptible,ERY,,Susceptible,
Staphylococcus,aureus,ERR418982,Susceptible,ERY,,Susceptible,
Staphylococcus,aureus,ERR418983,Susceptible,ERY,,Susceptible,
Staphylococcus,aureus,ERR418986,Susceptible,ERY,,Susceptible,
Staphylococcus,aureus,ERR418987,Susceptible,ERY,,Susceptible,
Staphylococcus,aureus,ERR418990,Resistant,ERY,,Resistant,
Staphylococcus,aureus,ERR418991,Resistant,ERY,,Resistant,
Staphylococcus,aureus,ERR418993,Susceptible,ERY,,Susceptible,
Staphylococcus,aureus,ERR418994,Susceptible,ERY,,Susceptible,
Staphylococcus,aureus,ERR418998,Susceptible,ERY,,Susceptible,
Staphylococcus,aureus,ERR418999,Susceptible,ERY,,Susceptible,
Staphylococcus,aureus,ERR419002,Susceptible,ERY,,Susceptible,
Staphylococcus,aureus,ERR419004,Susceptible,ERY,,Susceptible,
Staphylococcus,aureus,ERR419005,Resistant,ERY,,Resistant,
Staphylococcus,aureus,ERR419006,Susceptible,ERY,,Susceptible,
Staphylococcus,aureus,ERR419011,Resistant,ERY,,Resistant,
Staphylococcus,aureus,ERR419014,Susceptible,ERY,,Susceptible,
Staphylococcus,aureus,ERR419019,Susceptible,ERY,,Susceptible,
Staphylococcus,aureus,ERR419021,Susceptible,ERY,,Susceptible,
Staphylococcus,aureus,ERR419025,Resistant,ERY,,Resistant,
Staphylococcus,aureus,ERR419026,Resistant,ERY,,Resistant,
Staphylococcus,aureus,ERR419028,Susceptible,ERY,,Susceptible,
Staphylococcus,aureus,ERR419036,Susceptible,ERY,,Susceptible,
Staphylococcus,aureus,ERR419039,Resistant,ERY,,Resistant,
Staphylococcus,aureus,ERR419041,Susceptible,ERY,,Susceptible,
Staphylococcus,aureus,ERR419052,Resistant,ERY,,Resistant,
Staphylococcus,aureus,ERR419055,Susceptible,ERY,,Susceptible,
Staphylococcus,aureus,ERR419056,Susceptible,ERY,,Susceptible,
Staphylococcus,aureus,ERR419060,Resistant,ERY,,Resistant,
Staphylococcus,aureus,ERR419063,Susceptible,ERY,,Susceptible,
Staphylococcus,aureus,ERR419065,Susceptible,ERY,,Susceptible,
Staphylococcus,aureus,ERR419067,Susceptible,ERY,,Susceptible,
Staphylococcus,aureus,ERR419068,Susceptible,ERY,,Susceptible,
Staphylococcus,aureus,ERR419071,Resistant,ERY,,Resistant,
Staphylococcus,aureus,ERR419074,Susceptible,ERY,,Susceptible,
Staphylococcus,aureus,ERR419075,Resistant,ERY,,Resistant,
Staphylococcus,aureus,ERR419079,Susceptible,ERY,,Susceptible,
Staphylococcus,aureus,ERR419081,Susceptible,ERY,,Susceptible,
Staphylococcus,aureus,ERR419083,Susceptible,ERY,,Susceptible,
Staphylococcus,aureus,ERR419085,Susceptible,ERY,,Susceptible,
Staphylococcus,aureus,ERR419087,Susceptible,ERY,,Susceptible,
Staphylococcus,aureus,ERR419089,Resistant,ERY,,Resistant,
Staphylococcus,aureus,ERR419092,Susceptible,ERY,,Susceptible,
Staphylococcus,aureus,ERR419093,Susceptible,ERY,,Susceptible,
Staphylococcus,aureus,ERR419095,Susceptible,ERY,,Susceptible,
Staphylococcus,aureus,ERR419096,Susceptible,ERY,,Susceptible,
Staphylococcus,aureus,ERR419097,Resistant,ERY,,Resistant,
Staphylococcus,aureus,ERR419099,Susceptible,ERY,,Susceptible,
Staphylococcus,aureus,ERR419104,Susceptible,ERY,,Susceptible,
Staphylococcus,aureus,ERR419105,Susceptible,ERY,,Susceptible,
Staphylococcus,aureus,ERR419107,Resistant,ERY,,Resistant,
Staphylococcus,aureus,ERR419108,Resistant,ERY,,Resistant,
Staphylococcus,aureus,ERR419115,Susceptible,ERY,,Susceptible,
Staphylococcus,aureus,ERR419118,Susceptible,ERY,,Susceptible,
Staphylococcus,aureus,ERR419119,Susceptible,ERY,,Susceptible,
Staphylococcus,aureus,ERR419120,Susceptible,ERY,,Susceptible,
Staphylococcus,aureus,ERR419126,Susceptible,ERY,,Susceptible,
Staphylococcus,aureus,ERR419130,Resistant,ERY,,Resistant,
Staphylococcus,aureus,ERR419139,Susceptible,ERY,,Susceptible,
Staphylococcus,aureus,ERR419148,Susceptible,ERY,,Susceptible,
Staphylococcus,aureus,ERR419149,Susceptible,ERY,,Susceptible,
Staphylococcus,aureus,ERR419154,Susceptible,ERY,,Susceptible,
Staphylococcus,aureus,ERR419155,Susceptible,ERY,,Susceptible,
Staphylococcus,aureus,ERR419157,Susceptible,ERY,,Susceptible,
Staphylococcus,aureus,ERR419164,Susceptible,ERY,,Susceptible,
Staphylococcus,aureus,ERR419167,Susceptible,ERY,,Susceptible,
Staphylococcus,aureus,ERR419168,Resistant,ERY,,Resistant,
Staphylococcus,aureus,ERR419170,Susceptible,ERY,,Susceptible,
Staphylococcus,aureus,ERR419174,Susceptible,ERY,,Susceptible,
Staphylococcus,aureus,ERR419175,Susceptible,ERY,,Susceptible,
Staphylococcus,aureus,ERR419181,Resistant,ERY,,Resistant,
Staphylococcus,aureus,ERR419193,Susceptible,ERY,,Susceptible,
Staphylococcus,aureus,ERR419199,Susceptible,ERY,,Susceptible,
Staphylococcus,aureus,ERR419201,Resistant,ERY,,Resistant,
Staphylococcus,aureus,ERR419202,Susceptible,ERY,,Susceptible,
Staphylococcus,aureus,ERR419208,Susceptible,ERY,,Susceptible,
Staphylococcus,aureus,ERR419210,Susceptible,ERY,,Susceptible,
Staphylococcus,aureus,ERR419214,Resistant,ERY,,Resistant,
Staphylococcus,aureus,ERR419217,Susceptible,ERY,,Susceptible,
Staphylococcus,aureus,ERR419218,Susceptible,ERY,,Susceptible,
Staphylococcus,aureus,ERR419220,Susceptible,ERY,,Susceptible,
Staphylococcus,aureus,ERR419223,Resistant,ERY,,Resistant,
Staphylococcus,aureus,ERR419225,Susceptible,ERY,,Susceptible,
Staphylococcus,aureus,ERR419226,Susceptible,ERY,,Susceptible,
Staphylococcus,aureus,ERR419236,Susceptible,ERY,,Susceptible,
Staphylococcus,aureus,ERR419237,Susceptible,ERY,,Susceptible,
Neisseria,gonorrhoeae,ERR449457,Intermediate,TET,0.38,Susceptible,0.5
Neisseria,gonorrhoeae,ERR449459,Intermediate,TET,0.5,Susceptible,0.5
Neisseria,gonorrhoeae,ERR449461,Susceptible,TET,0.125,Susceptible,0.12
Neisseria,gonorrhoeae,ERR449468,Susceptible,TET,0.125,Susceptible,0.12
Neisseria,gonorrhoeae,ERR449469,Intermediate,TET,0.38,Susceptible,0.5
Neisseria,gonorrhoeae,ERR449480,Resistant,TET,12.0,Resistant,16.0
Neisseria,gonorrhoeae,ERR449481,Intermediate,TET,1.0,Susceptible,1.0
Neisseria,gonorrhoeae,ERR449484,Resistant,TET,16.0,Resistant,16.0
Neisseria,gonorrhoeae,ERR449485,Susceptible,TET,0.125,Susceptible,0.12
Neisseria,gonorrhoeae,ERR449486,Susceptible,TET,0.125,Susceptible,0.12
Neisseria,gonorrhoeae,ERR449487,Resistant,TET,16.0,Resistant,16.0
Neisseria,gonorrhoeae,ERR449488,Resistant,TET,16.0,Resistant,16.0
Neisseria,gonorrhoeae,ERR449489,Resistant,TET,16.0,Resistant,16.0
Neisseria,gonorrhoeae,ERR449492,Susceptible,TET,0.094,Susceptible,0.12
Neisseria,gonorrhoeae,ERR449493,Susceptible,TET,0.047,Susceptible,0.06
Neisseria,gonorrhoeae,ERR449494,Susceptible,TET,0.19,Susceptible,0.25
Neisseria,gonorrhoeae,ERR449495,Resistant,TET,24.0,Resistant,32.0
Neisseria,gonorrhoeae,ERR449496,Susceptible,TET,0.125,Susceptible,0.12
Neisseria,gonorrhoeae,ERR449497,Intermediate,TET,1.0,Susceptible,1.0
Neisseria,gonorrhoeae,ERR449501,Resistant,TET,24.0,Resistant,32.0
Neisseria,gonorrhoeae,ERR449502,Intermediate,TET,0.38,Susceptible,0.5
Neisseria,gonorrhoeae,ERR449503,Resistant,TET,12.0,Resistant,16.0
Neisseria,gonorrhoeae,ERR449505,Intermediate,TET,1.0,Susceptible,1.0
Neisseria,gonorrhoeae,ERR449506,Susceptible,TET,0.25,Susceptible,0.25
Neisseria,gonorrhoeae,ERR449510,Susceptible,TET,0.19,Susceptible,0.25
Neisseria,gonorrhoeae,ERR449511,Susceptible,TET,0.25,Susceptible,0.25
Neisseria,gonorrhoeae,ERR449512,Susceptible,TET,0.125,Susceptible,0.12
Neisseria,gonorrhoeae,ERR449521,Susceptible,TET,0.19,Susceptible,0.25
Klebsiella,pneumoniae,ERR474467,Resistant,GEN,256.0,Resistant,64.0
Klebsiella,pneumoniae,ERR474468,Susceptible,GEN,1.0,Susceptible,1.0
Klebsiella,pneumoniae,ERR474483,Susceptible,GEN,0.5,Susceptible,0.5
Klebsiella,pneumoniae,ERR474494,Susceptible,GEN,0.5,Susceptible,0.5
Klebsiella,pneumoniae,ERR474498,Susceptible,GEN,0.5,Susceptible,0.5
Klebsiella,pneumoniae,ERR474500,Resistant,GEN,128.0,Resistant,64.0
Klebsiella,pneumoniae,ERR474508,Susceptible,GEN,0.5,Susceptible,0.5
Klebsiella,pneumoniae,ERR474520,Resistant,GEN,128.0,Resistant,64.0
Klebsiella,pneumoniae,ERR474538,Resistant,GEN,128.0,Resistant,64.0
Klebsiella,pneumoniae,ERR474543,Susceptible,GEN,0.5,Susceptible,0.5
Klebsiella,pneumoniae,ERR474547,Resistant,GEN,64.0,Resistant,64.0
Neisseria,gonorrhoeae,ERR485167,Susceptible,TET,0.125,Susceptible,0.12
Neisseria,gonorrhoeae,ERR485168,Susceptible,TET,0.25,Susceptible,0.25
Neisseria,gonorrhoeae,ERR485170,Intermediate,TET,1.5,Susceptible,2.0
Neisseria,gonorrhoeae,ERR485171,Resistant,TET,2.0,Resistant,2.0
Klebsiella,pneumoniae,ERR486274,Resistant,GEN,128.0,Resistant,64.0
Klebsiella,pneumoniae,ERR486289,Resistant,GEN,64.0,Resistant,64.0
Klebsiella,pneumoniae,ERR486298,Susceptible,GEN,1.0,Susceptible,1.0
Klebsiella,pneumoniae,ERR486337,Resistant,GEN,64.0,Resistant,64.0
Klebsiella,pneumoniae,ERR486343,Resistant,GEN,64.0,Resistant,64.0
Klebsiella,pneumoniae,ERR486347,Susceptible,GEN,0.5,Susceptible,0.5
Klebsiella,pneumoniae,ERR486349,Resistant,GEN,32.0,Resistant,32.0
Klebsiella,pneumoniae,ERR486351,Susceptible,GEN,1.0,Susceptible,1.0
Klebsiella,pneumoniae,ERR486353,Resistant,GEN,128.0,Resistant,64.0
Klebsiella,pneumoniae,ERR486356,Resistant,GEN,64.0,Resistant,64.0
Klebsiella,pneumoniae,ERR486359,Resistant,GEN,128.0,Resistant,64.0
Klebsiella,pneumoniae,ERR486366,Susceptible,GEN,0.5,Susceptible,0.5
Klebsiella,pneumoniae,ERR486370,Resistant,GEN,8.0,Resistant,8.0
Klebsiella,pneumoniae,ERR486379,Resistant,GEN,256.0,Resistant,64.0
Klebsiella,pneumoniae,ERR486390,Susceptible,GEN,0.25,Susceptible,0.25
Klebsiella,pneumoniae,ERR486396,Susceptible,GEN,0.5,Susceptible,0.5
Klebsiella,pneumoniae,ERR486407,Susceptible,GEN,0.5,Susceptible,0.5
Klebsiella,pneumoniae,ERR486408,Resistant,GEN,256.0,Resistant,64.0
Klebsiella,pneumoniae,ERR486416,Resistant,GEN,64.0,Resistant,64.0
Klebsiella,pneumoniae,ERR486420,Resistant,GEN,64.0,Resistant,64.0
Klebsiella,pneumoniae,ERR486456,Susceptible,GEN,0.25,Susceptible,0.25
Klebsiella,pneumoniae,ERR486463,Resistant,GEN,128.0,Resistant,64.0
Klebsiella,pneumoniae,ERR486470,Resistant,GEN,8.0,Resistant,8.0
Klebsiella,pneumoniae,ERR486500,Resistant,GEN,128.0,Resistant,64.0
Klebsiella,pneumoniae,ERR486502,Resistant,GEN,64.0,Resistant,64.0
Klebsiella,pneumoniae,ERR486510,Susceptible,GEN,0.25,Susceptible,0.25
Klebsiella,pneumoniae,ERR486513,Susceptible,GEN,1.0,Susceptible,1.0
Klebsiella,pneumoniae,ERR486749,Resistant,GEN,256.0,Resistant,64.0
Klebsiella,pneumoniae,ERR486764,Resistant,GEN,8.0,Resistant,8.0
Klebsiella,pneumoniae,ERR486766,Susceptible,GEN,0.5,Susceptible,0.5
Klebsiella,pneumoniae,ERR486770,Resistant,GEN,64.0,Resistant,64.0
Klebsiella,pneumoniae,ERR486776,Resistant,GEN,64.0,Resistant,64.0
Klebsiella,pneumoniae,ERR486781,Resistant,GEN,128.0,Resistant,64.0
Klebsiella,pneumoniae,ERR486787,Susceptible,GEN,0.25,Susceptible,0.25
Klebsiella,pneumoniae,ERR486788,Susceptible,GEN,0.25,Susceptible,0.25
Klebsiella,pneumoniae,ERR486798,Resistant,GEN,64.0,Resistant,64.0
Klebsiella,pneumoniae,ERR486799,Susceptible,GEN,0.25,Susceptible,0.25
Neisseria,gonorrhoeae,ERR502238,Intermediate,TET,0.75,Susceptible,1.0
Neisseria,gonorrhoeae,ERR502239,Susceptible,TET,0.125,Susceptible,0.12
Klebsiella,pneumoniae,ERR775490,Resistant,GEN,16.0,Resistant,16.0
Klebsiella,pneumoniae,ERR775502,Resistant,GEN,16.0,Resistant,16.0
Klebsiella,pneumoniae,ERR775509,Resistant,GEN,16.0,Resistant,16.0
Klebsiella,pneumoniae,ERR775515,Resistant,GEN,16.0,Resistant,16.0
Klebsiella,pneumoniae,ERR775518,Resistant,GEN,16.0,Resistant,16.0
Klebsiella,pneumoniae,ERR775530,Resistant,GEN,16.0,Resistant,16.0
Klebsiella,pneumoniae,ERR775541,Resistant,GEN,16.0,Resistant,16.0
Klebsiella,pneumoniae,ERR775544,Intermediate,GEN,4.0,Susceptible,4.0
Klebsiella,pneumoniae,ERR775546,Resistant,GEN,16.0,Resistant,16.0
Klebsiella,pneumoniae,ERR775609,Resistant,GEN,16.0,Resistant,16.0
Klebsiella,pneumoniae,ERR775620,Resistant,GEN,16.0,Resistant,16.0
Klebsiella,pneumoniae,ERR775624,Resistant,GEN,16.0,Resistant,16.0
Klebsiella,pneumoniae,ERR775629,Resistant,GEN,16.0,Resistant,16.0
Klebsiella,pneumoniae,ERR775633,Susceptible,GEN,1.0,Susceptible,1.0
Klebsiella,pneumoniae,ERR775637,Resistant,GEN,16.0,Resistant,16.0
Klebsiella,pneumoniae,ERR775640,Susceptible,GEN,1.0,Susceptible,1.0
Klebsiella,pneumoniae,ERR775653,Susceptible,GEN,1.0,Susceptible,1.0
Klebsiella,pneumoniae,ERR775666,Susceptible,GEN,1.0,Susceptible,1.0
Klebsiella,pneumoniae,ERR775669,Susceptible,GEN,1.0,Susceptible,1.0
Klebsiella,pneumoniae,ERR775674,Resistant,GEN,16.0,Resistant,16.0
Klebsiella,pneumoniae,ERR775675,Intermediate,GEN,4.0,Susceptible,4.0
Klebsiella,pneumoniae,ERR775677,Resistant,GEN,16.0,Resistant,16.0
Klebsiella,pneumoniae,ERR775693,Susceptible,GEN,1.0,Susceptible,1.0
Neisseria,gonorrhoeae,ERR976912,Susceptible,TET,0.25,Susceptible,0.25
Neisseria,gonorrhoeae,ERR976915,Resistant,TET,12.0,Resistant,16.0
Neisseria,gonorrhoeae,ERR976961,Resistant,TET,8.0,Resistant,8.0
Neisseria,gonorrhoeae,ERR976965,Resistant,TET,16.0,Resistant,16.0
Staphylococcus,aureus,SRR073419,Resistant,ERY,,Resistant,
Pseudomonas,aeruginosa,SRR10037257,Resistant,CAZ,128.0,Resistant,64.0
Pseudomonas,aeruginosa,SRR10037258,Resistant,CAZ,128.0,Resistant,64.0
Pseudomonas,aeruginosa,SRR10037259,Resistant,CAZ,128.0,Resistant,64.0
Pseudomonas,aeruginosa,SRR10037260,Resistant,CAZ,128.0,Resistant,64.0
Pseudomonas,aeruginosa,SRR10037261,Resistant,CAZ,128.0,Resistant,64.0
Pseudomonas,aeruginosa,SRR10037262,Resistant,CAZ,128.0,Resistant,64.0
Pseudomonas,aeruginosa,SRR10037264,Susceptible,CAZ,8.0,Susceptible,8.0
Pseudomonas,aeruginosa,SRR10037275,Susceptible,CAZ,8.0,Susceptible,8.0
Pseudomonas,aeruginosa,SRR10037276,Susceptible,CAZ,8.0,Susceptible,8.0
Escherichia,coli,SRR1010890,Resistant,GEN,8.0,Resistant,8.0
Escherichia,coli,SRR1010892,Resistant,GEN,8.0,Resistant,8.0
Escherichia,coli,SRR1010894,Susceptible,GEN,1.0,Susceptible,1.0
Klebsiella,pneumoniae,SRR1010900,Resistant,GEN,8.0,Resistant,8.0
Klebsiella,pneumoniae,SRR1010905,Resistant,GEN,8.0,Resistant,8.0
Klebsiella,pneumoniae,SRR1010917,Susceptible,GEN,1.0,Susceptible,1.0
Klebsiella,pneumoniae,SRR1010923,Susceptible,GEN,1.0,Susceptible,1.0
Klebsiella,pneumoniae,SRR1010931,Susceptible,GEN,1.0,Susceptible,1.0
Klebsiella,pneumoniae,SRR1010939,Resistant,GEN,16.0,Resistant,16.0
Klebsiella,pneumoniae,SRR1010941,Intermediate,GEN,4.0,Susceptible,4.0
Salmonella,enterica,SRR10992702,Resistant,GEN,16.0,Resistant,16.0
Salmonella,enterica,SRR10992704,Resistant,GEN,16.0,Resistant,16.0
Salmonella,enterica,SRR10992709,Resistant,GEN,16.0,Resistant,16.0
Salmonella,enterica,SRR10992710,Resistant,GEN,16.0,Resistant,16.0
Pseudomonas,aeruginosa,SRR11288320,Susceptible,CAZ,2.0,Susceptible,2.0
Pseudomonas,aeruginosa,SRR11288321,Susceptible,CAZ,2.0,Susceptible,2.0
Pseudomonas,aeruginosa,SRR11288322,Susceptible,CAZ,1.0,Susceptible,1.0
Pseudomonas,aeruginosa,SRR11288323,Susceptible,CAZ,0.25,Susceptible,0.25
Pseudomonas,aeruginosa,SRR11288325,Susceptible,CAZ,1.0,Susceptible,1.0
Pseudomonas,aeruginosa,SRR11288326,Susceptible,CAZ,1.0,Susceptible,1.0
Pseudomonas,aeruginosa,SRR11288327,Susceptible,CAZ,1.0,Susceptible,1.0
Pseudomonas,aeruginosa,SRR11288328,Susceptible,CAZ,4.0,Susceptible,4.0
Pseudomonas,aeruginosa,SRR11288329,Susceptible,CAZ,1.0,Susceptible,1.0
Klebsiella,pneumoniae,SRR1166945,Resistant,GEN,8.0,Resistant,8.0
Klebsiella,pneumoniae,SRR1166947,Resistant,GEN,8.0,Resistant,8.0
Klebsiella,pneumoniae,SRR1166954,Intermediate,GEN,4.0,Susceptible,4.0
Klebsiella,pneumoniae,SRR1166957,Resistant,GEN,8.0,Resistant,8.0
Klebsiella,pneumoniae,SRR1166960,Resistant,GEN,8.0,Resistant,8.0
Klebsiella,pneumoniae,SRR1166965,Resistant,GEN,8.0,Resistant,8.0
Klebsiella,pneumoniae,SRR1166971,Resistant,GEN,8.0,Resistant,8.0
Klebsiella,pneumoniae,SRR1166977,Intermediate,GEN,4.0,Susceptible,4.0
Klebsiella,pneumoniae,SRR1166982,Resistant,GEN,8.0,Resistant,8.0
Klebsiella,pneumoniae,SRR1166985,Resistant,GEN,8.0,Resistant,8.0
Klebsiella,pneumoniae,SRR1166987,Susceptible,GEN,2.0,Susceptible,2.0
Klebsiella,pneumoniae,SRR1166993,Intermediate,GEN,4.0,Susceptible,4.0
Klebsiella,pneumoniae,SRR1167000,Susceptible,GEN,2.0,Susceptible,2.0
