genus	species	accession	genome	ani	new_genus	phenotype	antibiotic	measurement_sign	measurement_value	measurement_unit	laboratory_typing_method	laboratory_typing_platform	testing_standard	testing_standard_year	publication	isolation_source	isolation_country	collection_date	scientific_name_CAMDA	scientific_name_NCBI	scientific_name_Antibiogram	status	status_reference
Escherichia	coli	SRR8449564	ENA_SAMN10748606	0.986	Escherichia	Intermediate	GEN	NA	6	mm	Disk diffusion	NA	CLSI	2013	NA	NA	NA	CP035379	Escherichia coli	Escherichia coli	Escherichia coli	Matched_NCBI_Antibiogram	Good_sources
Escherichia	coli	SRR5742259	ENA_SAMN04014955	0.973	Escherichia	Intermediate	GEN	NA	4	mg/L	Broth dilution	NA	CLSI	2013	NA	CP021735	NA	CP021734	Escherichia coli	Escherichia coli	NA	Matched_NCBI	Verify_sources
Escherichia	coli	SRR6994980	ENA_SAMN07291529	0.973	Escherichia	Intermediate	GEN	NA	4	mg/L	Broth dilution	NA	CLSI	2013	NA	CP029112	NA	CP029110	Escherichia coli	Escherichia coli	NA	Matched_NCBI	Verify_sources
Escherichia	coli	ERR2209643	ENA_SAMEA104412399	0.973	Escherichia	Intermediate	GEN	NA	4	mg/L	Broth dilution	NA	CLSI	2013	29951045	Slaughterhouse	Italy	NA	Escherichia coli	Escherichia coli	Escherichia coli	Matched_NCBI_Antibiogram	Good_sources
Escherichia	coli	SRR4017926	ENA_SAMN05170250	0.973	Escherichia	Intermediate	GEN	NA	4	mg/L	Broth dilution	NA	CLSI	2013	NA	Urine	USA	NA	Escherichia coli	Escherichia coli	Escherichia coli	Matched_NCBI_Antibiogram	Good_sources
Escherichia	coli	SRR3666076	ENA_SAMN04014842	0.986	Escherichia	Intermediate	GEN	NA	4	mg/L	Broth dilution	NA	CLSI	2013	NA	NA	NA	NA	Escherichia coli	Escherichia coli	NA	Matched_NCBI	Verify_sources
Escherichia	coli	SRR5149770	BVBRC_562.28132	0.973	Escherichia	Intermediate	GEN	NA	6	mm	Disk diffusion	NA	CLSI	2013	NA	CP019074	NA	CP019073	Escherichia coli	Escherichia coli	Escherichia coli	Matched_NCBI_Antibiogram	Good_sources
Escherichia	coli	SRR8445030	ENA_SAMN10748585	0.972	Escherichia	Intermediate	GEN	NA	6	mm	Disk diffusion	NA	CLSI	2013	NA	CP035363	NA	CP035362	Escherichia coli	Escherichia coli	Escherichia coli	Matched_NCBI_Antibiogram	Good_sources
Escherichia	coli	SRR5810512	ENA_SAMN07332520	0.986	Escherichia	Intermediate	GEN	NA	4	mg/L	Broth dilution	VITEK 2	CLSI	2013	NA	urine	USA	NA	Escherichia coli	Escherichia coli	Escherichia coli	Matched_NCBI_Antibiogram	Good_sources
Escherichia	coli	SRR5140443	BVBRC_562.28131	0.973	Escherichia	Intermediate	GEN	NA	6	mm	Disk diffusion	NA	CLSI	2013	NA	CP019054	NA	CP019053	Escherichia coli	Escherichia coli	Escherichia coli	Matched_NCBI_Antibiogram	Good_sources
Escherichia	coli	SRR8443717	ENA_SAMN10748446	0.974	Escherichia	Intermediate	GEN	NA	6	mm	Disk diffusion	NA	CLSI	2013	NA	urine	Brazil	NA	Escherichia coli	Escherichia coli	Escherichia coli	Matched_NCBI_Antibiogram	Good_sources
Escherichia	coli	SRR4245475	ENA_SAMN05774074	0.975	Escherichia	Intermediate	GEN	NA	6	mm	Disk diffusion	KB panel	CLSI	2013	NA	urine	USA	NA	Escherichia coli	Escherichia coli	Escherichia coli	Matched_NCBI_Antibiogram	Good_sources
Escherichia	coli	SRR3095381	ENA_SAMN04393397	0.972	Escherichia	Intermediate	GEN	NA	4	mg/L	Broth dilution	VITEK 2	CLSI	2013	NA	abdominal	USA	NA	Escherichia coli	Escherichia coli	Escherichia coli	Matched_NCBI_Antibiogram	Good_sources
Escherichia	coli	ERR4013421	ENA_SAMEA6656361	0.978	Escherichia	Susceptible	GEN	<=	2	mg/L	Broth microdilution	NA	CLSI	CLSI	35756053	Urine	NA	NA	Escherichia coli	Escherichia coli	Escherichia coli	Matched_NCBI_Antibiogram	Good_sources
Escherichia	coli	ERR4013422	ENA_SAMEA6656362	0.974	Escherichia	Susceptible	GEN	<=	2	mg/L	Broth microdilution	NA	CLSI	CLSI	35756053	Urine	NA	NA	Escherichia coli	Escherichia coli	Escherichia coli	Matched_NCBI_Antibiogram	Good_sources
Escherichia	coli	ERR4013423	ENA_SAMEA6656363	0.972	Escherichia	Susceptible	GEN	<=	2	mg/L	Broth microdilution	NA	CLSI	CLSI	35756053	Urine	NA	NA	Escherichia coli	Escherichia coli	Escherichia coli	Matched_NCBI_Antibiogram	Good_sources
Escherichia	coli	ERR4013424	ENA_SAMEA6656364	0.989	Escherichia	Susceptible	GEN	<=	2	mg/L	Broth microdilution	NA	CLSI	CLSI	35756053	Urine	NA	NA	Escherichia coli	Escherichia coli	Escherichia coli	Matched_NCBI_Antibiogram	Good_sources
Escherichia	coli	ERR4013425	ENA_SAMEA6656365	0.997	Escherichia	Susceptible	GEN	<=	2	mg/L	Broth microdilution	NA	CLSI	CLSI	35756053	Urine	NA	NA	Escherichia coli	Escherichia coli	Escherichia coli	Matched_NCBI_Antibiogram	Good_sources
Escherichia	coli	ERR4013426	ENA_SAMEA6656366	0.978	Escherichia	Susceptible	GEN	<=	2	mg/L	Broth microdilution	NA	CLSI	CLSI	35756053	Urine	NA	NA	Escherichia coli	Escherichia coli	Escherichia coli	Matched_NCBI_Antibiogram	Good_sources
Escherichia	coli	ERR4013427	ENA_SAMEA6656367	0.974	Escherichia	Susceptible	GEN	<=	2	mg/L	Broth microdilution	NA	CLSI	CLSI	35756053	Urine	NA	NA	Escherichia coli	Escherichia coli	Escherichia coli	Matched_NCBI_Antibiogram	Good_sources
Escherichia	coli	ERR4013428	ENA_SAMEA6656368	0.986	Escherichia	Susceptible	GEN	<=	2	mg/L	Broth microdilution	NA	CLSI	CLSI	35756053	Urine	NA	NA	Escherichia coli	Escherichia coli	Escherichia coli	Matched_NCBI_Antibiogram	Good_sources
Escherichia	coli	ERR4013429	ENA_SAMEA6656369	0.973	Escherichia	Susceptible	GEN	<=	2	mg/L	Broth microdilution	NA	CLSI	CLSI	35756053	Urine	NA	NA	Escherichia coli	Escherichia coli	Escherichia coli	Matched_NCBI_Antibiogram	Good_sources
Escherichia	coli	ERR4013430	ENA_SAMEA6656370	0.973	Escherichia	Susceptible	GEN	<=	2	mg/L	Broth microdilution	NA	CLSI	CLSI	35756053	Urine	NA	NA	Escherichia coli	Escherichia coli	Escherichia coli	Matched_NCBI_Antibiogram	Good_sources
Escherichia	coli	ERR4013431	ENA_SAMEA6656371	0.974	Escherichia	Susceptible	GEN	<=	2	mg/L	Broth microdilution	NA	CLSI	CLSI	35756053	Urine	NA	NA	Escherichia coli	Escherichia coli	Escherichia coli	Matched_NCBI_Antibiogram	Good_sources
Escherichia	coli	ERR4013444	ENA_SAMEA6656384	0.99	Escherichia	Susceptible	GEN	<=	2	mg/L	Broth microdilution	NA	CLSI	CLSI	35756053	Urine	NA	NA	Escherichia coli	Escherichia coli	Escherichia coli	Matched_NCBI_Antibiogram	Good_sources
Escherichia	coli	ERR4013445	ENA_SAMEA6656385	0.989	Escherichia	Susceptible	GEN	<=	2	mg/L	Broth microdilution	NA	CLSI	CLSI	35756053	Urine	NA	NA	Escherichia coli	Escherichia coli	Escherichia coli	Matched_NCBI_Antibiogram	Good_sources
Escherichia	coli	ERR4013446	ENA_SAMEA6656386	0.99	Escherichia	Susceptible	GEN	<=	2	mg/L	Broth microdilution	NA	CLSI	CLSI	35756053	Urine	NA	NA	Escherichia coli	Escherichia coli	Escherichia coli	Matched_NCBI_Antibiogram	Good_sources
Escherichia	coli	ERR4013447	ENA_SAMEA6656387	0.99	Escherichia	Susceptible	GEN	<=	2	mg/L	Broth microdilution	NA	CLSI	CLSI	35756053	Urine	NA	NA	Escherichia coli	Escherichia coli	Escherichia coli	Matched_NCBI_Antibiogram	Good_sources
Escherichia	coli	ERR4013448	ENA_SAMEA6656388	0.989	Escherichia	Susceptible	GEN	<=	2	mg/L	Broth microdilution	NA	CLSI	CLSI	35756053	Urine	NA	NA	Escherichia coli	Escherichia coli	Escherichia coli	Matched_NCBI_Antibiogram	Good_sources
Escherichia	coli	ERR4013449	ENA_SAMEA6656389	0.99	Escherichia	Susceptible	GEN	<=	2	mg/L	Broth microdilution	NA	CLSI	CLSI	35756053	Urine	NA	NA	Escherichia coli	Escherichia coli	Escherichia coli	Matched_NCBI_Antibiogram	Good_sources
Escherichia	coli	ERR4013450	ENA_SAMEA6656390	0.973	Escherichia	Susceptible	GEN	<=	2	mg/L	Broth microdilution	NA	CLSI	CLSI	35756053	Urine	NA	NA	Escherichia coli	Escherichia coli	Escherichia coli	Matched_NCBI_Antibiogram	Good_sources
Escherichia	coli	ERR4013451	ENA_SAMEA6656391	0.974	Escherichia	Susceptible	GEN	<=	2	mg/L	Broth microdilution	NA	CLSI	CLSI	35756053	Urine	NA	NA	Escherichia coli	Escherichia coli	Escherichia coli	Matched_NCBI_Antibiogram	Good_sources
Escherichia	coli	ERR4013452	ENA_SAMEA6656392	0.989	Escherichia	Resistant	GEN	>	16	mg/L	Broth microdilution	NA	CLSI	CLSI	35756053	Urine	NA	NA	Escherichia coli	Escherichia coli	Escherichia coli	Matched_NCBI_Antibiogram	Good_sources
Escherichia	coli	ERR4013453	ENA_SAMEA6656393	0.981	Escherichia	Susceptible	GEN	<=	2	mg/L	Broth microdilution	NA	CLSI	CLSI	35756053	Urine	NA	NA	Escherichia coli	Escherichia coli	Escherichia coli	Matched_NCBI_Antibiogram	Good_sources
Escherichia	coli	ERR4013454	ENA_SAMEA6656394	0.975	Escherichia	Susceptible	GEN	<=	2	mg/L	Broth microdilution	NA	CLSI	CLSI	35756053	Urine	NA	NA	Escherichia coli	Escherichia coli	Escherichia coli	Matched_NCBI_Antibiogram	Good_sources
Escherichia	coli	ERR4013455	ENA_SAMEA6656395	0.989	Escherichia	Susceptible	GEN	<=	2	mg/L	Broth microdilution	NA	CLSI	CLSI	35756053	Urine	NA	NA	Escherichia coli	Escherichia coli	Escherichia coli	Matched_NCBI_Antibiogram	Good_sources
Escherichia	coli	ERR4013456	ENA_SAMEA6656396	0.99	Escherichia	Susceptible	GEN	<=	2	mg/L	Broth microdilution	NA	CLSI	CLSI	35756053	Urine	NA	NA	Escherichia coli	Escherichia coli	Escherichia coli	Matched_NCBI_Antibiogram	Good_sources
Escherichia	coli	ERR4013457	ENA_SAMEA6656397	0.989	Escherichia	Intermediate	GEN	=	4	mg/L	Broth microdilution	NA	CLSI	CLSI	35756053	Urine	NA	NA	Escherichia coli	Escherichia coli	Escherichia coli	Matched_NCBI_Antibiogram	Good_sources
Escherichia	coli	ERR4013458	ENA_SAMEA6656398	0.974	Escherichia	Susceptible	GEN	<=	2	mg/L	Broth microdilution	NA	CLSI	CLSI	35756053	Urine	NA	NA	Escherichia coli	Escherichia coli	Escherichia coli	Matched_NCBI_Antibiogram	Good_sources
Escherichia	coli	ERR4013459	ENA_SAMEA6656399	0.974	Escherichia	Susceptible	GEN	<=	2	mg/L	Broth microdilution	NA	CLSI	CLSI	35756053	Blood	NA	NA	Escherichia coli	Escherichia coli	Escherichia coli	Matched_NCBI_Antibiogram	Good_sources
Escherichia	coli	ERR4013460	ENA_SAMEA6656400	0.978	Escherichia	Susceptible	GEN	<=	2	mg/L	Broth microdilution	NA	CLSI	CLSI	35756053	Urine	NA	NA	Escherichia coli	Escherichia coli	Escherichia coli	Matched_NCBI_Antibiogram	Good_sources
Escherichia	coli	ERR4013461	ENA_SAMEA6656401	0.99	Escherichia	Susceptible	GEN	<=	2	mg/L	Broth microdilution	NA	CLSI	CLSI	35756053	Urine	NA	NA	Escherichia coli	Escherichia coli	Escherichia coli	Matched_NCBI_Antibiogram	Good_sources
Escherichia	coli	ERR4013462	ENA_SAMEA6656402	0.974	Escherichia	Susceptible	GEN	<=	2	mg/L	Broth microdilution	NA	CLSI	CLSI	35756053	Urine	NA	NA	Escherichia coli	Escherichia coli	Escherichia coli	Matched_NCBI_Antibiogram	Good_sources
Escherichia	coli	ERR4013463	ENA_SAMEA6656403	0.99	Escherichia	Susceptible	GEN	<=	2	mg/L	Broth microdilution	NA	CLSI	CLSI	35756053	Urine	NA	NA	Escherichia coli	Escherichia coli	Escherichia coli	Matched_NCBI_Antibiogram	Good_sources
Escherichia	coli	ERR4013464	ENA_SAMEA6656404	0.975	Escherichia	Susceptible	GEN	<=	2	mg/L	Broth microdilution	NA	CLSI	CLSI	35756053	Urine	NA	NA	Escherichia coli	Escherichia coli	Escherichia coli	Matched_NCBI_Antibiogram	Good_sources
Escherichia	coli	ERR4013465	ENA_SAMEA6656405	0.99	Escherichia	Resistant	GEN	=	8	mg/L	Broth microdilution	NA	CLSI	CLSI	35756053	Urine	NA	NA	Escherichia coli	Escherichia coli	Escherichia coli	Matched_NCBI_Antibiogram	Good_sources
Campylobacter	jejuni	SRR3171761	ENA_SAMN04495841	0.982	Campylobacter	Susceptible	TET	=	0.12	mg/L	Broth dilution	NA	CLSI	2013	NA	Animal-Cattle-Dairy Cow	USA	NA	Campylobacter jejuni	Campylobacter jejuni	Campylobacter jejuni	Matched_NCBI_Antibiogram	Good_sources
Campylobacter	jejuni	SRR3666677	ENA_SAMN05245199	0.982	Campylobacter	Susceptible	TET	<=	0.06	mg/L	Broth dilution	NA	CLSI	2013	NA	Animal-Cattle-Dairy Cow	USA	NA	Campylobacter jejuni	Campylobacter jejuni	Campylobacter jejuni	Matched_NCBI_Antibiogram	Good_sources
Campylobacter	jejuni	SRR3953110	ENA_SAMN05440720	0.982	Campylobacter	Susceptible	TET	=	0.12	mg/L	Broth dilution	NA	CLSI	2013	NA	Animal-Cattle-Dairy Cow	USA	NA	Campylobacter jejuni	Campylobacter jejuni	Campylobacter jejuni	Matched_NCBI_Antibiogram	Good_sources
Campylobacter	jejuni	SRR3201124	ENA_SAMN04528907	0.981	Campylobacter	Susceptible	TET	=	0.12	mg/L	Broth dilution	NA	CLSI	2013	NA	Animal-Cattle-Dairy Cow	USA	NA	Campylobacter jejuni	Campylobacter jejuni	Campylobacter jejuni	Matched_NCBI_Antibiogram	Good_sources
Campylobacter	jejuni	SRR3479989	ENA_SAMN04958212	0.982	Campylobacter	Susceptible	TET	<=	0.06	mg/L	Broth dilution	NA	CLSI	2013	NA	Animal-Cattle-Dairy Cow	USA	NA	Campylobacter jejuni	Campylobacter jejuni	Campylobacter jejuni	Matched_NCBI_Antibiogram	Good_sources
Campylobacter	jejuni	SRR3319968	ENA_SAMN04599796	0.982	Campylobacter	Susceptible	TET	=	0.5	mg/L	Broth dilution	NA	CLSI	2013	NA	Animal-Cattle-Dairy Cow	USA	NA	Campylobacter jejuni	Campylobacter jejuni	Campylobacter jejuni	Matched_NCBI_Antibiogram	Good_sources
Campylobacter	jejuni	SRR3583322	ENA_SAMN05171412	0.982	Campylobacter	Susceptible	TET	<=	0.06	mg/L	Broth dilution	NA	CLSI	2013	NA	Animal-Cattle-Beef Cow	USA	NA	Campylobacter jejuni	Campylobacter jejuni	Campylobacter jejuni	Matched_NCBI_Antibiogram	Good_sources
Campylobacter	jejuni	SRR3611753	ENA_SAMN05190038	0.994	Campylobacter	Susceptible	TET	=	0.12	mg/L	Broth dilution	NA	CLSI	2013	NA	Animal-Cattle-Steer	USA	NA	Campylobacter jejuni	Campylobacter jejuni	Campylobacter jejuni	Matched_NCBI_Antibiogram	Good_sources
Campylobacter	jejuni	SRR3201112	ENA_SAMN04528894	0.982	Campylobacter	Susceptible	TET	=	0.25	mg/L	Broth dilution	NA	CLSI	2013	NA	Animal-Cattle-Dairy Cow	USA	NA	Campylobacter jejuni	Campylobacter jejuni	Campylobacter jejuni	Matched_NCBI_Antibiogram	Good_sources
Campylobacter	jejuni	SRR3321620	ENA_SAMN04600083	0.982	Campylobacter	Susceptible	TET	=	1	mg/L	Broth dilution	NA	CLSI	2013	NA	Animal-Cattle-Dairy Cow	USA	NA	Campylobacter jejuni	Campylobacter jejuni	Campylobacter jejuni	Matched_NCBI_Antibiogram	Good_sources
Campylobacter	jejuni	SRR3215121	ENA_SAMN04543691	0.982	Campylobacter	Susceptible	TET	=	0.25	mg/L	Broth dilution	NA	CLSI	2013	NA	Animal-Cattle-Steer	USA	NA	Campylobacter jejuni	Campylobacter jejuni	Campylobacter jejuni	Matched_NCBI_Antibiogram	Good_sources
Campylobacter	jejuni	SRR3995976	ENA_SAMN05505586	0.982	Campylobacter	Susceptible	TET	=	0.25	mg/L	Broth dilution	NA	CLSI	2013	NA	Animal-Cattle-Dairy Cow	USA	NA	Campylobacter jejuni	Campylobacter jejuni	Campylobacter jejuni	Matched_NCBI_Antibiogram	Good_sources
Campylobacter	jejuni	SRR3321633	ENA_SAMN04600066	0.982	Campylobacter	Susceptible	TET	=	0.12	mg/L	Broth dilution	NA	CLSI	2013	NA	Animal-Cattle-Dairy Cow	USA	NA	Campylobacter jejuni	Campylobacter jejuni	Campylobacter jejuni	Matched_NCBI_Antibiogram	Good_sources
Campylobacter	jejuni	SRR3479925	ENA_SAMN04958211	0.981	Campylobacter	Susceptible	TET	=	0.25	mg/L	Broth dilution	NA	CLSI	2013	NA	Animal-Cattle-Dairy Cow	USA	NA	Campylobacter jejuni	Campylobacter jejuni	Campylobacter jejuni	Matched_NCBI_Antibiogram	Good_sources
Campylobacter	jejuni	SRR3201100	ENA_SAMN04528882	0.982	Campylobacter	Susceptible	TET	=	0.25	mg/L	Broth dilution	NA	CLSI	2013	NA	Animal-Cattle-Heifer	USA	NA	Campylobacter jejuni	Campylobacter jejuni	Campylobacter jejuni	Matched_NCBI_Antibiogram	Good_sources
Campylobacter	jejuni	SRR3925096	ENA_SAMN05379559	0.981	Campylobacter	Susceptible	TET	=	0.12	mg/L	Broth dilution	NA	CLSI	2013	NA	Raw Intact Chicken	USA	NA	Campylobacter jejuni	Campylobacter jejuni	Campylobacter jejuni	Matched_NCBI_Antibiogram	Good_sources
Campylobacter	jejuni	SRR3199584	ENA_SAMN04526073	0.982	Campylobacter	Susceptible	TET	<=	0.06	mg/L	Broth dilution	NA	CLSI	2013	NA	Animal-Cattle-Beef Cow	USA	NA	Campylobacter jejuni	Campylobacter jejuni	Campylobacter jejuni	Matched_NCBI_Antibiogram	Good_sources
Campylobacter	jejuni	SRR3726334	ENA_SAMN05301268	0.983	Campylobacter	Susceptible	TET	=	0.25	mg/L	Broth dilution	NA	CLSI	2013	NA	Animal-Cattle-Heifer	USA	NA	Campylobacter jejuni	Campylobacter jejuni	Campylobacter jejuni	Matched_NCBI_Antibiogram	Good_sources
Campylobacter	jejuni	SRR3543507	ENA_SAMN05013881	0.982	Campylobacter	Susceptible	TET	=	0.12	mg/L	Broth dilution	NA	CLSI	2013	NA	Animal-Cattle-Dairy Cow	USA	NA	Campylobacter jejuni	Campylobacter jejuni	Campylobacter jejuni	Matched_NCBI_Antibiogram	Good_sources
Campylobacter	jejuni	SRR3215118	ENA_SAMN04543687	0.982	Campylobacter	Susceptible	TET	=	0.25	mg/L	Broth dilution	NA	CLSI	2013	NA	Animal-Cattle-Steer	USA	NA	Campylobacter jejuni	Campylobacter jejuni	Campylobacter jejuni	Matched_NCBI_Antibiogram	Good_sources
Campylobacter	jejuni	SRR3611744	ENA_SAMN05190032	0.982	Campylobacter	Susceptible	TET	<=	0.06	mg/L	Broth dilution	NA	CLSI	2013	NA	Animal-Cattle-Dairy Cow	USA	NA	Campylobacter jejuni	Campylobacter jejuni	Campylobacter jejuni	Matched_NCBI_Antibiogram	Good_sources
Campylobacter	jejuni	SRR3148212	ENA_SAMN04461496	0.982	Campylobacter	Susceptible	TET	=	0.5	mg/L	Broth dilution	NA	CLSI	2013	NA	Animal-Cattle-Steer	USA	NA	Campylobacter jejuni	Campylobacter jejuni	Campylobacter jejuni	Matched_NCBI_Antibiogram	Good_sources
Campylobacter	jejuni	SRR3319986	ENA_SAMN04599798	0.983	Campylobacter	Susceptible	TET	<=	0.06	mg/L	Broth dilution	NA	CLSI	2013	NA	Animal-Cattle-Steer	USA	NA	Campylobacter jejuni	Campylobacter jejuni	Campylobacter jejuni	Matched_NCBI_Antibiogram	Good_sources
Campylobacter	jejuni	SRR3611765	ENA_SAMN05190048	0.982	Campylobacter	Susceptible	TET	=	0.12	mg/L	Broth dilution	NA	CLSI	2013	NA	Animal-Cattle-Dairy Cow	USA	NA	Campylobacter jejuni	Campylobacter jejuni	Campylobacter jejuni	Matched_NCBI_Antibiogram	Good_sources
Campylobacter	jejuni	SRR3726393	ENA_SAMN05301262	0.981	Campylobacter	Susceptible	TET	=	0.12	mg/L	Broth dilution	NA	CLSI	2013	NA	Animal-Cattle-Dairy Cow	USA	NA	Campylobacter jejuni	Campylobacter jejuni	Campylobacter jejuni	Matched_NCBI_Antibiogram	Good_sources
Campylobacter	jejuni	SRR3350833	ENA_SAMN04625686	0.982	Campylobacter	Susceptible	TET	=	0.12	mg/L	Broth dilution	NA	CLSI	2013	NA	Animal-Cattle-Steer	USA	NA	Campylobacter jejuni	Campylobacter jejuni	Campylobacter jejuni	Matched_NCBI_Antibiogram	Good_sources
Campylobacter	jejuni	SRR3611703	ENA_SAMN05190018	0.983	Campylobacter	Susceptible	TET	=	0.12	mg/L	Broth dilution	NA	CLSI	2013	NA	Animal-Cattle-Heifer	USA	NA	Campylobacter jejuni	Campylobacter jejuni	Campylobacter jejuni	Matched_NCBI_Antibiogram	Good_sources
Campylobacter	jejuni	SRR3611727	ENA_SAMN05190022	0.981	Campylobacter	Susceptible	TET	=	0.12	mg/L	Broth dilution	NA	CLSI	2013	NA	Animal-Cattle-Steer	USA	NA	Campylobacter jejuni	Campylobacter jejuni	Campylobacter jejuni	Matched_NCBI_Antibiogram	Good_sources
Campylobacter	jejuni	SRR3475830	ENA_SAMN04942549	0.982	Campylobacter	Susceptible	TET	=	0.25	mg/L	Broth dilution	NA	CLSI	2013	NA	Animal-Cattle-Dairy Cow	USA	NA	Campylobacter jejuni	Campylobacter jejuni	Campylobacter jejuni	Matched_NCBI_Antibiogram	Good_sources
Campylobacter	jejuni	SRR3995455	ENA_SAMN05440711	0.983	Campylobacter	Susceptible	TET	=	0.12	mg/L	Broth dilution	NA	CLSI	2013	NA	Animal-Cattle-Heifer	USA	NA	Campylobacter jejuni	Campylobacter jejuni	Campylobacter jejuni	Matched_NCBI_Antibiogram	Good_sources
Campylobacter	jejuni	SRR3995980	ENA_SAMN05505580	0.982	Campylobacter	Susceptible	TET	=	0.12	mg/L	Broth dilution	NA	CLSI	2013	NA	Animal-Cattle-Dairy Cow	USA	NA	Campylobacter jejuni	Campylobacter jejuni	Campylobacter jejuni	Matched_NCBI_Antibiogram	Good_sources
Campylobacter	jejuni	SRR3480023	ENA_SAMN04958216	0.982	Campylobacter	Susceptible	TET	=	0.12	mg/L	Broth dilution	NA	CLSI	2013	NA	Animal-Cattle-Dairy Cow	USA	NA	Campylobacter jejuni	Campylobacter jejuni	Campylobacter jejuni	Matched_NCBI_Antibiogram	Good_sources
Campylobacter	jejuni	SRR3543493	ENA_SAMN05013898	0.982	Campylobacter	Susceptible	TET	=	0.12	mg/L	Broth dilution	NA	CLSI	2013	NA	Animal-Cattle-Steer	USA	NA	Campylobacter jejuni	Campylobacter jejuni	Campylobacter jejuni	Matched_NCBI_Antibiogram	Good_sources
Campylobacter	jejuni	SRR3928604	ENA_SAMN05413506	0.982	Campylobacter	Susceptible	TET	=	0.12	mg/L	Broth dilution	NA	CLSI	2013	NA	Animal-Cattle-Dairy Cow	USA	NA	Campylobacter jejuni	Campylobacter jejuni	Campylobacter jejuni	Matched_NCBI_Antibiogram	Good_sources
Campylobacter	jejuni	SRR3201105	ENA_SAMN04528887	0.982	Campylobacter	Susceptible	TET	=	0.12	mg/L	Broth dilution	NA	CLSI	2013	NA	Animal-Cattle-Steer	USA	NA	Campylobacter jejuni	Campylobacter jejuni	Campylobacter jejuni	Matched_NCBI_Antibiogram	Good_sources
Campylobacter	jejuni	SRR3726441	ENA_SAMN05301272	0.995	Campylobacter	Susceptible	TET	<=	0.06	mg/L	Broth dilution	NA	CLSI	2013	NA	Animal-Cattle-Steer	USA	NA	Campylobacter jejuni	Campylobacter jejuni	Campylobacter jejuni	Matched_NCBI_Antibiogram	Good_sources
Campylobacter	jejuni	SRR3928599	ENA_SAMN05413492	0.982	Campylobacter	Susceptible	TET	=	0.12	mg/L	Broth dilution	NA	CLSI	2013	NA	Animal-Cattle-Dairy Cow	USA	NA	Campylobacter jejuni	Campylobacter jejuni	Campylobacter jejuni	Matched_NCBI_Antibiogram	Good_sources
Campylobacter	jejuni	SRR4018128	ENA_SAMN05558621	0.981	Campylobacter	Susceptible	TET	=	0.5	mg/L	Broth dilution	NA	CLSI	2013	NA	Animal-Cattle-Dairy Cow	USA	NA	Campylobacter jejuni	Campylobacter jejuni	Campylobacter jejuni	Matched_NCBI_Antibiogram	Good_sources
Campylobacter	jejuni	SRR3774343	ENA_SAMN05366794	0.981	Campylobacter	Susceptible	TET	=	0.12	mg/L	Broth dilution	NA	CLSI	2013	NA	Animal-Cattle-Steer	USA	NA	Campylobacter jejuni	Campylobacter jejuni	Campylobacter jejuni	Matched_NCBI_Antibiogram	Good_sources
Campylobacter	jejuni	SRR3199489	ENA_SAMN04526075	0.982	Campylobacter	Susceptible	TET	=	0.12	mg/L	Broth dilution	NA	CLSI	2013	NA	Animal-Cattle-Beef Cow	USA	NA	Campylobacter jejuni	Campylobacter jejuni	Campylobacter jejuni	Matched_NCBI_Antibiogram	Good_sources
Campylobacter	jejuni	SRR3545886	ENA_SAMN05049829	0.994	Campylobacter	Susceptible	TET	<=	0.06	mg/L	Broth dilution	NA	CLSI	2013	NA	Animal-Cattle-Heifer	USA	NA	Campylobacter jejuni	Campylobacter jejuni	Campylobacter jejuni	Matched_NCBI_Antibiogram	Good_sources
Campylobacter	jejuni	SRR3196134	ENA_SAMN04524173	0.982	Campylobacter	Susceptible	TET	=	0.12	mg/L	Broth dilution	NA	CLSI	2013	NA	Animal-Cattle-Beef Cow	USA	NA	Campylobacter jejuni	Campylobacter jejuni	Campylobacter jejuni	Matched_NCBI_Antibiogram	Good_sources
Campylobacter	jejuni	SRR3350889	ENA_SAMN04625657	0.981	Campylobacter	Susceptible	TET	=	0.12	mg/L	Broth dilution	NA	CLSI	2013	NA	Animal-Cattle-Dairy Cow	USA	NA	Campylobacter jejuni	Campylobacter jejuni	Campylobacter jejuni	Matched_NCBI_Antibiogram	Good_sources
Campylobacter	jejuni	SRR4018333	ENA_SAMN05558638	0.982	Campylobacter	Susceptible	TET	=	0.12	mg/L	Broth dilution	NA	CLSI	2013	NA	Animal-Cattle-Steer	USA	NA	Campylobacter jejuni	Campylobacter jejuni	Campylobacter jejuni	Matched_NCBI_Antibiogram	Good_sources
Campylobacter	jejuni	SRR3611752	ENA_SAMN05190037	0.982	Campylobacter	Susceptible	TET	=	0.25	mg/L	Broth dilution	NA	CLSI	2013	NA	Animal-Cattle-Heifer	USA	NA	Campylobacter jejuni	Campylobacter jejuni	Campylobacter jejuni	Matched_NCBI_Antibiogram	Good_sources
Campylobacter	jejuni	SRR3183458	ENA_SAMN04508235	0.982	Campylobacter	Susceptible	TET	=	0.25	mg/L	Broth dilution	NA	CLSI	2013	NA	Animal-Cattle-Heifer	USA	NA	Campylobacter jejuni	Campylobacter jejuni	Campylobacter jejuni	Matched_NCBI_Antibiogram	Good_sources
